"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","EUEEA30_21","EU/EEA (without UK)",11.231884000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",9.872611000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","IT","Italy",10.526315780,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","SI","Slovenia",12.500000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","SK","Slovakia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2009","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","AT","Austria",30.232558130,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","BE","Belgium",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","DK","Denmark",28.571428570,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","EL","Greece",16.901408450,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","ES","Spain",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","EUEEA30_21","EU/EEA (without UK)",12.328767000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",11.032863000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","HU","Hungary",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","IT","Italy",5.714285710,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","RO","Romania",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","SK","Slovakia",16.216216210,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2010","UK","United Kingdom",3.278688520,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","AT","Austria",2.941176470,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","BE","Belgium",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","DK","Denmark",25.490196070,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","EL","Greece",1.282051280,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","ES","Spain",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","EUEEA30_21","EU/EEA (without UK)",12.771739000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",11.111111000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","HU","Hungary",9.090909090,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","IT","Italy",3.125000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","RO","Romania",15.384615380,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","SI","Slovenia",30.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","SK","Slovakia",41.818181810,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2011","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","AT","Austria",2.941176470,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","BE","Belgium",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","DK","Denmark",10.416666660,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","EL","Greece",11.428571420,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","ES","Spain",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","EUEEA30_21","EU/EEA (without UK)",5.507246000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",4.884318000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","HU","Hungary",3.448275860,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","IE","Ireland",7.142857140,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","IT","Italy",8.108108100,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","LV","Latvia",3.225806450,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","SK","Slovakia",5.357142850,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2012","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","AT","Austria",3.125000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","BE","Belgium",4.166666660,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","CY","Cyprus",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","DK","Denmark",5.882352940,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","EL","Greece",21.276595740,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","ES","Spain",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","EUEEA30_21","EU/EEA (without UK)",6.705539000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",6.117021000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","HU","Hungary",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","IS","Iceland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","IT","Italy",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","LV","Latvia",3.571428570,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","SI","Slovenia",2.702702700,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","SK","Slovakia",10.256410250,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2013","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","AT","Austria",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","BE","Belgium",4.545454540,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","DK","Denmark",3.448275860,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","EE","Estonia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","EL","Greece",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","ES","Spain",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","EUEEA30_21","EU/EEA (without UK)",1.937046000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",1.777777000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","HU","Hungary",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","IS","Iceland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","IT","Italy",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","NL","Netherlands",12.903225800,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","PL","Poland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","PT","Portugal",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","SE","Sweden",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","SK","Slovakia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2014","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","AT","Austria",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","BE","Belgium",25.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","CZ","Czechia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","DK","Denmark",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","EE","Estonia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","EL","Greece",15.151515150,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","ES","Spain",2.020202020,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","EUEEA30_21","EU/EEA (without UK)",4.427083000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",4.057279000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","FI","Finland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","HR","Croatia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","HU","Hungary",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","IS","Iceland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","IT","Italy",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","PT","Portugal",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","SI","Slovenia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","SK","Slovakia",4.651162790,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2015","UK","United Kingdom",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","AT","Austria",15.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","BE","Belgium",7.142857140,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","CY","Cyprus",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","CZ","Czechia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","DK","Denmark",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","EE","Estonia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","EL","Greece",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","ES","Spain",2.272727270,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","EUEEA30_21","EU/EEA (without UK)",2.229845000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",2.215189000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","FI","Finland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","FR","France",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","HR","Croatia",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","HU","Hungary",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","IE","Ireland",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","IS","Iceland",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","IT","Italy",4.761904760,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","LU","Luxembourg",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","LV","Latvia",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","MT","Malta",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","NL","Netherlands",0.000000000,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","NO","Norway",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","PT","Portugal",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","RO","Romania",-,""
"Gonorrhoea","Antimicrobial resistance|Confirmed cases - Heterosexual men","Cefixime resistant (R) isolates proportion","%","2016","SI","Slovenia",0.000000000,""
